"learning_rate","smoothed_loss","loss"
1e-07,0.10090965032577516,0.10090965032577515
1.2328467394420662e-07,0.1013419044138204,0.10176551342010498
1.519911082952934e-07,0.10201255507881726,0.1033138856291771
1.8738174228603841e-07,0.10154299176808115,0.10018990188837051
2.3101297000831599e-07,0.10093462502766806,0.09862042218446732
2.8480358684358017e-07,0.10158599655222879,0.10465257614850998
3.5111917342151314e-07,0.10156288380707228,0.10143359750509262
4.3287612810830585e-07,0.10103146800774744,0.09759753942489624
5.33669923120631e-07,0.10094611611873755,0.10032197088003159
6.57933224657568e-07,0.10086406002598927,0.10019560158252716
8.111308307896871e-07,0.10108515687872278,0.10306694358587265
1e-06,0.10144585868540282,0.10496781021356583
1.232846739442066e-06,0.10129058342638224,0.09965260326862335
1.5199110829529335e-06,0.10140268840487039,0.10267148166894913
1.8738174228603837e-06,0.10087665895683784,0.09452667087316513
2.3101297000831594e-06,0.10099366017529222,0.10249245911836624
2.848035868435801e-06,0.1010562960751315,0.1019040048122406
3.5111917342151305e-06,0.10107321886455702,0.1013142541050911
4.328761281083057e-06,0.10100908224775433,0.10005098581314087
5.336699231206308e-06,0.10115038956169335,0.10335755348205566
6.579332246575678e-06,0.10089557155428068,0.09674529731273651
8.111308307896868e-06,0.10067878758921951,0.09700614959001541
9.999999999999996e-06,0.10072103491775909,0.10146385431289673
1.2328467394420657e-05,0.10074000850494388,0.10108553618192673
1.5199110829529332e-05,0.10068533566743199,0.09965602308511734
1.8738174228603833e-05,0.10023667568896219,0.09151910990476608
2.310129700083159e-05,0.10029392877518475,0.10144022852182388
2.8480358684358008e-05,0.09995011853122225,0.09286721795797348
3.51119173421513e-05,0.09970736942382855,0.09456857293844223
4.3287612810830564e-05,0.09897490718576174,0.0830615907907486
5.336699231206307e-05,0.09878681247552491,0.0945977047085762
6.579332246575676e-05,0.09859058808663326,0.09411552548408508
8.111308307896865e-05,0.09846988801583294,0.09565398842096329
9.999999999999992e-05,0.09825661544500615,0.09317152947187424
0.00012328467394420652,0.09784826802834885,0.08790653198957443
0.00015199110829529325,0.09763955038955491,0.09245514124631882
0.00018738174228603825,0.09707155778229816,0.08268853276968002
0.00023101297000831578,0.09636851893514814,0.07823285460472107
0.00028480358684357995,0.09567704967256373,0.07751893997192383
0.0003511191734215129,0.09452874937798099,0.06385193020105362
0.0004328761281083055,0.09282388090241993,0.04651849344372749
0.0005336699231206306,0.09134282440302836,0.05046941712498665
0.0006579332246575675,0.08964430022289428,0.04204228147864342
0.0008111308307896865,0.08750056700768988,0.026522060856223106
0.0009999999999999992,0.08541015775398948,0.0250890851020813
0.001232846739442065,0.08362895191688642,0.031512677669525146
0.0015199110829529324,0.08209820079818861,0.03670560568571091
0.0018738174228603824,0.08059691225971084,0.03549711033701897
0.002310129700083158,0.07896771489526053,0.029407670721411705
0.0028480358684357995,0.07733983919316254,0.027215078473091125
0.0035111917342151287,0.07580511319807999,0.027989672496914864
0.004328761281083055,0.07438740116872056,0.02971164882183075
0.005336699231206305,0.07297315286462464,0.027911920100450516
0.006579332246575674,0.07160833390153938,0.027654238045215607
0.008111308307896864,0.07019111465538244,0.024073421955108643
0.009999999999999992,0.0688594649155237,0.025087933987379074
